circuit_type_index,distance,decoder,metric,depth,trial,value
2,3,BPOSD,logical_accuracy,4,0,0.9140625
2,3,BPOSD,logical_accuracy,4,1,0.9308594
2,3,BPOSD,logical_accuracy,4,2,0.9109375
2,3,BPOSD,logical_accuracy,4,3,0.9242187
2,3,BPOSD,logical_accuracy,4,4,0.9148437
2,3,BPOSD,logical_accuracy,4,5,0.9257812
2,3,BPOSD,logical_accuracy,4,6,0.9089844
2,3,BPOSD,logical_accuracy,4,7,0.9164062
2,3,BPOSD,logical_accuracy,4,8,0.9140625
2,3,BPOSD,logical_accuracy,4,9,0.9121094
2,3,BPOSD,logical_accuracy,4,10,0.9113281
2,3,BPOSD,logical_accuracy,4,11,0.9058594
2,3,BPOSD,logical_accuracy,4,12,0.9179688
2,3,BPOSD,logical_accuracy,4,13,0.9167969
2,3,BPOSD,logical_accuracy,4,14,0.925
2,3,BPOSD,logical_accuracy,4,15,0.925
2,3,BPOSD,logical_accuracy,4,16,0.9289063
2,3,BPOSD,logical_accuracy,4,17,0.9304687
2,3,BPOSD,logical_accuracy,4,18,0.9152344
2,3,BPOSD,logical_accuracy,4,19,0.9132813
2,3,BPOSD,logical_accuracy,8,0,0.8792969
2,3,BPOSD,logical_accuracy,8,1,0.878125
2,3,BPOSD,logical_accuracy,8,2,0.86875
2,3,BPOSD,logical_accuracy,8,3,0.8820313
2,3,BPOSD,logical_accuracy,8,4,0.8503906
2,3,BPOSD,logical_accuracy,8,5,0.8652344
2,3,BPOSD,logical_accuracy,8,6,0.871875
2,3,BPOSD,logical_accuracy,8,7,0.8839844
2,3,BPOSD,logical_accuracy,8,8,0.88125
2,3,BPOSD,logical_accuracy,8,9,0.88125
2,3,BPOSD,logical_accuracy,8,10,0.8652344
2,3,BPOSD,logical_accuracy,8,11,0.8496094
2,3,BPOSD,logical_accuracy,8,12,0.875
2,3,BPOSD,logical_accuracy,8,13,0.8847656
2,3,BPOSD,logical_accuracy,8,14,0.8761719
2,3,BPOSD,logical_accuracy,8,15,0.8496094
2,3,BPOSD,logical_accuracy,8,16,0.8761719
2,3,BPOSD,logical_accuracy,8,17,0.8820313
2,3,BPOSD,logical_accuracy,8,18,0.8925781
2,3,BPOSD,logical_accuracy,8,19,0.8785156
2,3,BPOSD,logical_accuracy,12,0,0.8277344
2,3,BPOSD,logical_accuracy,12,1,0.8144531
2,3,BPOSD,logical_accuracy,12,2,0.8070312
2,3,BPOSD,logical_accuracy,12,3,0.8164062
2,3,BPOSD,logical_accuracy,12,4,0.8007812
2,3,BPOSD,logical_accuracy,12,5,0.80625
2,3,BPOSD,logical_accuracy,12,6,0.8226562
2,3,BPOSD,logical_accuracy,12,7,0.8351563
2,3,BPOSD,logical_accuracy,12,8,0.8332031
2,3,BPOSD,logical_accuracy,12,9,0.7859375
2,3,BPOSD,logical_accuracy,12,10,0.8003906
2,3,BPOSD,logical_accuracy,12,11,0.7773438
2,3,BPOSD,logical_accuracy,12,12,0.8246094
2,3,BPOSD,logical_accuracy,12,13,0.8027344
2,3,BPOSD,logical_accuracy,12,14,0.8226562
2,3,BPOSD,logical_accuracy,12,15,0.8441406
2,3,BPOSD,logical_accuracy,12,16,0.8359375
2,3,BPOSD,logical_accuracy,12,17,0.8167969
2,3,BPOSD,logical_accuracy,12,18,0.8304687
2,3,BPOSD,logical_accuracy,12,19,0.8160156
2,3,BPOSD,logical_accuracy,16,0,0.7875
2,3,BPOSD,logical_accuracy,16,1,0.7433594
2,3,BPOSD,logical_accuracy,16,2,0.7457031
2,3,BPOSD,logical_accuracy,16,3,0.7765625
2,3,BPOSD,logical_accuracy,16,4,0.7953125
2,3,BPOSD,logical_accuracy,16,5,0.7734375
2,3,BPOSD,logical_accuracy,16,6,0.7847656
2,3,BPOSD,logical_accuracy,16,7,0.7753906
2,3,BPOSD,logical_accuracy,16,8,0.7882813
2,3,BPOSD,logical_accuracy,16,9,0.7984375
2,3,BPOSD,logical_accuracy,16,10,0.7933594
2,3,BPOSD,logical_accuracy,16,11,0.7722656
2,3,BPOSD,logical_accuracy,16,12,0.7453125
2,3,BPOSD,logical_accuracy,16,13,0.7890625
2,3,BPOSD,logical_accuracy,16,14,0.7917969
2,3,BPOSD,logical_accuracy,16,15,0.7234375
2,3,BPOSD,logical_accuracy,16,16,0.81875
2,3,BPOSD,logical_accuracy,16,17,0.7753906
2,3,BPOSD,logical_accuracy,16,18,0.796875
2,3,BPOSD,logical_accuracy,16,19,0.7984375
2,3,BPOSD,logical_accuracy,20,0,0.7574219
2,3,BPOSD,logical_accuracy,20,1,0.7035156
2,3,BPOSD,logical_accuracy,20,2,0.7320313
2,3,BPOSD,logical_accuracy,20,3,0.759375
2,3,BPOSD,logical_accuracy,20,4,0.7394531
2,3,BPOSD,logical_accuracy,20,5,0.7179688
2,3,BPOSD,logical_accuracy,20,6,0.7550781
2,3,BPOSD,logical_accuracy,20,7,0.7535156
2,3,BPOSD,logical_accuracy,20,8,0.7390625
2,3,BPOSD,logical_accuracy,20,9,0.7582031
2,3,BPOSD,logical_accuracy,20,10,0.7480469
2,3,BPOSD,logical_accuracy,20,11,0.7402344
2,3,BPOSD,logical_accuracy,20,12,0.7308594
2,3,BPOSD,logical_accuracy,20,13,0.7289062
2,3,BPOSD,logical_accuracy,20,14,0.71875
2,3,BPOSD,logical_accuracy,20,15,0.7628906
2,3,BPOSD,logical_accuracy,20,16,0.7660156
2,3,BPOSD,logical_accuracy,20,17,0.6726562
2,3,BPOSD,logical_accuracy,20,18,0.7570313
2,3,BPOSD,logical_accuracy,20,19,0.7257813
2,3,BPOSD,logical_accuracy,24,0,0.7011719
2,3,BPOSD,logical_accuracy,24,1,0.7320313
2,3,BPOSD,logical_accuracy,24,2,0.6898437
2,3,BPOSD,logical_accuracy,24,3,0.7328125
2,3,BPOSD,logical_accuracy,24,4,0.6785156
2,3,BPOSD,logical_accuracy,24,5,0.69375
2,3,BPOSD,logical_accuracy,24,6,0.6859375
2,3,BPOSD,logical_accuracy,24,7,0.6871094
2,3,BPOSD,logical_accuracy,24,8,0.6550781
2,3,BPOSD,logical_accuracy,24,9,0.6988281
2,3,BPOSD,logical_accuracy,24,10,0.6785156
2,3,BPOSD,logical_accuracy,24,11,0.703125
2,3,BPOSD,logical_accuracy,24,12,0.6226563
2,3,BPOSD,logical_accuracy,24,13,0.7058594
2,3,BPOSD,logical_accuracy,24,14,0.7164063
2,3,BPOSD,logical_accuracy,24,15,0.7554688
2,3,BPOSD,logical_accuracy,24,16,0.69375
2,3,BPOSD,logical_accuracy,24,17,0.7246094
2,3,BPOSD,logical_accuracy,24,18,0.6769531
2,3,BPOSD,logical_accuracy,24,19,0.7214844
2,3,BPOSD,logical_accuracy,28,0,0.6398438
2,3,BPOSD,logical_accuracy,28,1,0.7023438
2,3,BPOSD,logical_accuracy,28,2,0.6128906
2,3,BPOSD,logical_accuracy,28,3,0.6414062
2,3,BPOSD,logical_accuracy,28,4,0.6089844
2,3,BPOSD,logical_accuracy,28,5,0.6332031
2,3,BPOSD,logical_accuracy,28,6,0.6875
2,3,BPOSD,logical_accuracy,28,7,0.6589844
2,3,BPOSD,logical_accuracy,28,8,0.6433594
2,3,BPOSD,logical_accuracy,28,9,0.684375
2,3,BPOSD,logical_accuracy,28,10,0.6257812
2,3,BPOSD,logical_accuracy,28,11,0.6535156
2,3,BPOSD,logical_accuracy,28,12,0.6457031
2,3,BPOSD,logical_accuracy,28,13,0.6816406
2,3,BPOSD,logical_accuracy,28,14,0.6273437
2,3,BPOSD,logical_accuracy,28,15,0.6363281
2,3,BPOSD,logical_accuracy,28,16,0.6472656
2,3,BPOSD,logical_accuracy,28,17,0.65
2,3,BPOSD,logical_accuracy,28,18,0.6910156
2,3,BPOSD,logical_accuracy,28,19,0.6738281
2,3,BPOSD,logical_accuracy,32,0,0.6738281
2,3,BPOSD,logical_accuracy,32,1,0.6503906
2,3,BPOSD,logical_accuracy,32,2,0.6207031
2,3,BPOSD,logical_accuracy,32,3,0.646875
2,3,BPOSD,logical_accuracy,32,4,0.6828125
2,3,BPOSD,logical_accuracy,32,5,0.6285156
2,3,BPOSD,logical_accuracy,32,6,0.6082031
2,3,BPOSD,logical_accuracy,32,7,0.621875
2,3,BPOSD,logical_accuracy,32,8,0.6371094
2,3,BPOSD,logical_accuracy,32,9,0.5851563
2,3,BPOSD,logical_accuracy,32,10,0.6597656
2,3,BPOSD,logical_accuracy,32,11,0.6636719
2,3,BPOSD,logical_accuracy,32,12,0.6113281
2,3,BPOSD,logical_accuracy,32,13,0.6421875
2,3,BPOSD,logical_accuracy,32,14,0.61875
2,3,BPOSD,logical_accuracy,32,15,0.6511719
2,3,BPOSD,logical_accuracy,32,16,0.6382813
2,3,BPOSD,logical_accuracy,32,17,0.6242188
2,3,BPOSD,logical_accuracy,32,18,0.6742187
2,3,BPOSD,logical_accuracy,32,19,0.65625
2,3,BPOSD,logical_accuracy,36,0,0.5976562
2,3,BPOSD,logical_accuracy,36,1,0.6316406
2,3,BPOSD,logical_accuracy,36,2,0.6054688
2,3,BPOSD,logical_accuracy,36,3,0.5824219
2,3,BPOSD,logical_accuracy,36,4,0.6328125
2,3,BPOSD,logical_accuracy,36,5,0.6308594
2,3,BPOSD,logical_accuracy,36,6,0.5882812
2,3,BPOSD,logical_accuracy,36,7,0.6347656
2,3,BPOSD,logical_accuracy,36,8,0.5980469
2,3,BPOSD,logical_accuracy,36,9,0.6066406
2,3,BPOSD,logical_accuracy,36,10,0.596875
2,3,BPOSD,logical_accuracy,36,11,0.5929688
2,3,BPOSD,logical_accuracy,36,12,0.5988281
2,3,BPOSD,logical_accuracy,36,13,0.6117187
2,3,BPOSD,logical_accuracy,36,14,0.64375
2,3,BPOSD,logical_accuracy,36,15,0.6101562
2,3,BPOSD,logical_accuracy,36,16,0.5816406
2,3,BPOSD,logical_accuracy,36,17,0.6332031
2,3,BPOSD,logical_accuracy,36,18,0.6308594
2,3,BPOSD,logical_accuracy,36,19,0.6179687
2,3,BPOSD,wall_time_seconds,4,0,0.002503237
2,3,BPOSD,wall_time_seconds,4,1,0.001905067
2,3,BPOSD,wall_time_seconds,4,2,0.001791438
2,3,BPOSD,wall_time_seconds,4,3,0.001861979
2,3,BPOSD,wall_time_seconds,4,4,0.001856258
2,3,BPOSD,wall_time_seconds,4,5,0.001893572
2,3,BPOSD,wall_time_seconds,4,6,0.001891792
2,3,BPOSD,wall_time_seconds,4,7,0.002020641
2,3,BPOSD,wall_time_seconds,4,8,0.001947682
2,3,BPOSD,wall_time_seconds,4,9,0.001875438
2,3,BPOSD,wall_time_seconds,4,10,0.001908584
2,3,BPOSD,wall_time_seconds,4,11,0.001869569
2,3,BPOSD,wall_time_seconds,4,12,0.001816143
2,3,BPOSD,wall_time_seconds,4,13,0.001890866
2,3,BPOSD,wall_time_seconds,4,14,0.001880245
2,3,BPOSD,wall_time_seconds,4,15,0.001915508
2,3,BPOSD,wall_time_seconds,4,16,0.001894981
2,3,BPOSD,wall_time_seconds,4,17,0.001942215
2,3,BPOSD,wall_time_seconds,4,18,0.001813176
2,3,BPOSD,wall_time_seconds,4,19,0.001966394
2,3,BPOSD,wall_time_seconds,8,0,0.007529103
2,3,BPOSD,wall_time_seconds,8,1,0.007836906
2,3,BPOSD,wall_time_seconds,8,2,0.00756828
2,3,BPOSD,wall_time_seconds,8,3,0.007449148
2,3,BPOSD,wall_time_seconds,8,4,0.00774311
2,3,BPOSD,wall_time_seconds,8,5,0.007455333
2,3,BPOSD,wall_time_seconds,8,6,0.007678676
2,3,BPOSD,wall_time_seconds,8,7,0.007467039
2,3,BPOSD,wall_time_seconds,8,8,0.007980907
2,3,BPOSD,wall_time_seconds,8,9,0.007930926
2,3,BPOSD,wall_time_seconds,8,10,0.00959626
2,3,BPOSD,wall_time_seconds,8,11,0.007556117
2,3,BPOSD,wall_time_seconds,8,12,0.007591013
2,3,BPOSD,wall_time_seconds,8,13,0.007509976
2,3,BPOSD,wall_time_seconds,8,14,0.007661046
2,3,BPOSD,wall_time_seconds,8,15,0.007691106
2,3,BPOSD,wall_time_seconds,8,16,0.007655685
2,3,BPOSD,wall_time_seconds,8,17,0.0093923
2,3,BPOSD,wall_time_seconds,8,18,0.007324068
2,3,BPOSD,wall_time_seconds,8,19,0.007654911
2,3,BPOSD,wall_time_seconds,12,0,0.01641551
2,3,BPOSD,wall_time_seconds,12,1,0.01696322
2,3,BPOSD,wall_time_seconds,12,2,0.0164376
2,3,BPOSD,wall_time_seconds,12,3,0.01675306
2,3,BPOSD,wall_time_seconds,12,4,0.01659799
2,3,BPOSD,wall_time_seconds,12,5,0.01659258
2,3,BPOSD,wall_time_seconds,12,6,0.01915437
2,3,BPOSD,wall_time_seconds,12,7,0.01654543
2,3,BPOSD,wall_time_seconds,12,8,0.0167453
2,3,BPOSD,wall_time_seconds,12,9,0.01675196
2,3,BPOSD,wall_time_seconds,12,10,0.01637187
2,3,BPOSD,wall_time_seconds,12,11,0.01668568
2,3,BPOSD,wall_time_seconds,12,12,0.01669387
2,3,BPOSD,wall_time_seconds,12,13,0.01680115
2,3,BPOSD,wall_time_seconds,12,14,0.01921112
2,3,BPOSD,wall_time_seconds,12,15,0.01662859
2,3,BPOSD,wall_time_seconds,12,16,0.01666363
2,3,BPOSD,wall_time_seconds,12,17,0.01673457
2,3,BPOSD,wall_time_seconds,12,18,0.01653264
2,3,BPOSD,wall_time_seconds,12,19,0.01650874
2,3,BPOSD,wall_time_seconds,16,0,0.02851462
2,3,BPOSD,wall_time_seconds,16,1,0.02868313
2,3,BPOSD,wall_time_seconds,16,2,0.02868629
2,3,BPOSD,wall_time_seconds,16,3,0.02853488
2,3,BPOSD,wall_time_seconds,16,4,0.02866089
2,3,BPOSD,wall_time_seconds,16,5,0.02823837
2,3,BPOSD,wall_time_seconds,16,6,0.02831819
2,3,BPOSD,wall_time_seconds,16,7,0.02825121
2,3,BPOSD,wall_time_seconds,16,8,0.02802088
2,3,BPOSD,wall_time_seconds,16,9,0.02821979
2,3,BPOSD,wall_time_seconds,16,10,0.02836433
2,3,BPOSD,wall_time_seconds,16,11,0.02802637
2,3,BPOSD,wall_time_seconds,16,12,0.02849617
2,3,BPOSD,wall_time_seconds,16,13,0.02817681
2,3,BPOSD,wall_time_seconds,16,14,0.02849106
2,3,BPOSD,wall_time_seconds,16,15,0.02876758
2,3,BPOSD,wall_time_seconds,16,16,0.0320642
2,3,BPOSD,wall_time_seconds,16,17,0.02817047
2,3,BPOSD,wall_time_seconds,16,18,0.0280859
2,3,BPOSD,wall_time_seconds,16,19,0.02805812
2,3,BPOSD,wall_time_seconds,20,0,0.04308259
2,3,BPOSD,wall_time_seconds,20,1,0.04312534
2,3,BPOSD,wall_time_seconds,20,2,0.04333132
2,3,BPOSD,wall_time_seconds,20,3,0.04315165
2,3,BPOSD,wall_time_seconds,20,4,0.04297808
2,3,BPOSD,wall_time_seconds,20,5,0.04247196
2,3,BPOSD,wall_time_seconds,20,6,0.04246069
2,3,BPOSD,wall_time_seconds,20,7,0.04330523
2,3,BPOSD,wall_time_seconds,20,8,0.04322622
2,3,BPOSD,wall_time_seconds,20,9,0.0432571
2,3,BPOSD,wall_time_seconds,20,10,0.04326103
2,3,BPOSD,wall_time_seconds,20,11,0.04272636
2,3,BPOSD,wall_time_seconds,20,12,0.04300313
2,3,BPOSD,wall_time_seconds,20,13,0.04268413
2,3,BPOSD,wall_time_seconds,20,14,0.04708357
2,3,BPOSD,wall_time_seconds,20,15,0.04210395
2,3,BPOSD,wall_time_seconds,20,16,0.0433069
2,3,BPOSD,wall_time_seconds,20,17,0.0431482
2,3,BPOSD,wall_time_seconds,20,18,0.04228692
2,3,BPOSD,wall_time_seconds,20,19,0.04238844
2,3,BPOSD,wall_time_seconds,24,0,0.05937824
2,3,BPOSD,wall_time_seconds,24,1,0.05972207
2,3,BPOSD,wall_time_seconds,24,2,0.05987974
2,3,BPOSD,wall_time_seconds,24,3,0.06042211
2,3,BPOSD,wall_time_seconds,24,4,0.06041949
2,3,BPOSD,wall_time_seconds,24,5,0.05978142
2,3,BPOSD,wall_time_seconds,24,6,0.05981895
2,3,BPOSD,wall_time_seconds,24,7,0.05997417
2,3,BPOSD,wall_time_seconds,24,8,0.06050024
2,3,BPOSD,wall_time_seconds,24,9,0.06011755
2,3,BPOSD,wall_time_seconds,24,10,0.06022517
2,3,BPOSD,wall_time_seconds,24,11,0.06082639
2,3,BPOSD,wall_time_seconds,24,12,0.06063006
2,3,BPOSD,wall_time_seconds,24,13,0.06043572
2,3,BPOSD,wall_time_seconds,24,14,0.05990754
2,3,BPOSD,wall_time_seconds,24,15,0.05994353
2,3,BPOSD,wall_time_seconds,24,16,0.06504299
2,3,BPOSD,wall_time_seconds,24,17,0.05975453
2,3,BPOSD,wall_time_seconds,24,18,0.05944864
2,3,BPOSD,wall_time_seconds,24,19,0.05984998
2,3,BPOSD,wall_time_seconds,28,0,0.07928533
2,3,BPOSD,wall_time_seconds,28,1,0.07886252
2,3,BPOSD,wall_time_seconds,28,2,0.07808062
2,3,BPOSD,wall_time_seconds,28,3,0.07830611
2,3,BPOSD,wall_time_seconds,28,4,0.07847595
2,3,BPOSD,wall_time_seconds,28,5,0.07913595
2,3,BPOSD,wall_time_seconds,28,6,0.07925449
2,3,BPOSD,wall_time_seconds,28,7,0.0786233
2,3,BPOSD,wall_time_seconds,28,8,0.07860197
2,3,BPOSD,wall_time_seconds,28,9,0.07883075
2,3,BPOSD,wall_time_seconds,28,10,0.07872855
2,3,BPOSD,wall_time_seconds,28,11,0.07885999
2,3,BPOSD,wall_time_seconds,28,12,0.07967532
2,3,BPOSD,wall_time_seconds,28,13,0.0781824
2,3,BPOSD,wall_time_seconds,28,14,0.07810928
2,3,BPOSD,wall_time_seconds,28,15,0.07872095
2,3,BPOSD,wall_time_seconds,28,16,0.0791117
2,3,BPOSD,wall_time_seconds,28,17,0.08496522
2,3,BPOSD,wall_time_seconds,28,18,0.07839851
2,3,BPOSD,wall_time_seconds,28,19,0.08506369
2,3,BPOSD,wall_time_seconds,32,0,0.09856568
2,3,BPOSD,wall_time_seconds,32,1,0.09976586
2,3,BPOSD,wall_time_seconds,32,2,0.09989815
2,3,BPOSD,wall_time_seconds,32,3,0.1067363
2,3,BPOSD,wall_time_seconds,32,4,0.09987695
2,3,BPOSD,wall_time_seconds,32,5,0.09892403
2,3,BPOSD,wall_time_seconds,32,6,0.09921644
2,3,BPOSD,wall_time_seconds,32,7,0.09919463
2,3,BPOSD,wall_time_seconds,32,8,0.09935891
2,3,BPOSD,wall_time_seconds,32,9,0.09976992
2,3,BPOSD,wall_time_seconds,32,10,0.09894269
2,3,BPOSD,wall_time_seconds,32,11,0.09886708
2,3,BPOSD,wall_time_seconds,32,12,0.0989171
2,3,BPOSD,wall_time_seconds,32,13,0.09914907
2,3,BPOSD,wall_time_seconds,32,14,0.09945656
2,3,BPOSD,wall_time_seconds,32,15,0.1058124
2,3,BPOSD,wall_time_seconds,32,16,0.09956784
2,3,BPOSD,wall_time_seconds,32,17,0.1000187
2,3,BPOSD,wall_time_seconds,32,18,0.09936438
2,3,BPOSD,wall_time_seconds,32,19,0.0996845
2,3,BPOSD,wall_time_seconds,36,0,0.1309427
